composition,log_target,Ag,Al,B,Ba,Bi,Br,C,Ca,Ce,Cl,Co,Cr,Cu,Er,F,Fe,Ga,Gd,Ge,H,Hf,I,In,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ni,O,P,Pb,Pr,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Te,Ti,V,W,Y,Zn,Zr,Density (g/cm3),POAV (cm3/g),a,b,c
Li3.6Ge0.6P0.4O4,-4.958607315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069767442,0,0,0,0,0,0,0.418604651,0,0,0,0,0,0,0,0,0,0.465116279,0.046511628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32149,0.0475901,5.67746562,7.96649445,11.49669439
Li3.6Ge0.6V0.4O4,-4.496209317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069767442,0,0,0,0,0,0,0.418604651,0,0,0,0,0,0,0,0,0,0.465116279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046511628,0,0,0,0,2.48346,0.0333567,12.45703268,5.20520642,8.20851836
Li3.6Si0.6P0.4S4,-4.110026362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418604651,0,0,0,0,0,0,0,0,0,0,0.046511628,0,0,0.465116279,0,0,0,0.069767442,0,0,0,0,0,0,0,0,0,0,0,1.62999,0.12232,8.74457773,8.60018112,14.97988363
Li3.70Ge0.85W0.15O4,-4.420216403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097701149,0,0,0,0,0,0,0.425287356,0,0,0,0,0,0,0,0,0,0.459770115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017241379,0,0,0,3.73351,0,10.938,6.274,5.1609
Li3.75Ge0.75V0.25O4,-5.247183569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085227273,0,0,0,0,0,0,0.426136364,0,0,0,0,0,0,0,0,0,0.454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028409091,0,0,0,0,3.76411,0,10.896,6.2516,5.1571
Li3.75Si0.75P0.25O4,-6.25635315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426136364,0,0,0,0,0,0,0,0,0,0.454545455,0.028409091,0,0,0,0,0,0,0.085227273,0,0,0,0,0,0,0,0,0,0,0,2.00534,0.0378589,5.63275453,14.07151565,5.12212256
Li3.7Zn0.7Ga0.3(PO4)2,-11.24795155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020408163,0,0,0,0,0,0,0,0,0.25170068,0,0,0,0,0,0,0,0,0,0.544217687,0.136054422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,2.36821,0,4.9391,6.4803,10.1468
Li3.8Ge0.8P0.2O4,-5.987162775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0.431818182,0,0,0,0,0,0,0,0,0,0.454545455,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45917,0.0242358,5.0732392,20.29100294,5.0732392
Li3.8Ge0.8V0.2O4,-5.567030709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0.431818182,0,0,0,0,0,0,0,0,0,0.454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727273,0,0,0,0,2.58456,0.018092,12.95804596,6.17533433,6.59054143
Li3Al0.4Sc1.6(PO4)3,-4.89279003,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0.6,0.15,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11778,0.127662,13.40120058,11.95882477,9.72878983
Li3AlF6,-6.301029996,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75195,0.0127837,14.201,8.387,9.861
Li3AlH6,-6.853871964,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999745,0.0445514,8.07117,8.07117,9.513
Li3AlN2,-7.301029996,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36441,0,9.48,9.48,9.48
Li3AlS3,-7.882728704,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0692,0.0408081,14.31901,11.98037,6.627
Li3BiO3,-9.619788758,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26883,0.012257,9.0238,9.2353,9.7302
Li3BiO4,-9.387216143,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03991,0,8.75,8.75,4.22
Li3BN2,-7.060480747,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73705,0,5.1502,7.0824,6.7908
Li3BN2,-9.795880017,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74689,0,4.6435,4.6435,5.2592
Li3BP2O8,-11.01772877,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214285714,0,0,0,0,0,0,0,0,0,0.571428571,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63689,0.0206076,5.1888,7.4118,7.6735
Li3ClO,-1.602059991,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0103,0,3.908337,3.908337,3.908337
Li3Cr(MoO4)3,-8.496209317,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157894737,0,0,0,0.157894737,0,0,0,0,0,0.631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60789,0.0192887,5.077,10.438,17.483
Li3ErI6,-3.187086643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.6,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37399,0.0265705,7.413,12.838,14.2
Li3Fe(MoO4)3,-9.229884705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0.157894737,0,0,0,0.157894737,0,0,0,0,0,0.631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63668,0.0185779,5.07,10.48,17.64
Li3InCl6,-2.690369833,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46919,0.00614428,6.432,11.093,6.398
Li3N,-3.239050049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29506,0.00693403,3.648,3.648,3.875
Li3N,-3.680893941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67748,0,3.552,3.552,6.311
Li3Na5(TiS4)2,-5.055517328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0.277777778,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,2.17968,0,17.5783,9.6404,12.0796
Li3O(Cl0.5Br0.5),-3.027797162,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75621,0.188861,6.44816955,6.44816955,3.46061828
Li3OBr,-5.958607315,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90484,0,4.056,4.056,4.056
Li3OCl,-3.850780887,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00282,0,3.913198011,3.913198011,3.913198011
Li3P,-3.153044675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43257,0,4.273,4.273,7.594
Li3P0.2V0.8O4,-12.88438949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0.5,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,2.06784,0.0749864,5.97155614,10.11453521,10.11453521
Li3P0.6V0.4O4,-12.49485002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0.5,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,2.14721,0.0542472,9.58034913,5.53106684,9.58034913
Li3P0.8V0.2O4,-12.68824614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,2.19454,0.0223373,20.62450001,5.03715263,5.03715263
Li3PO4,-17.37675071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0.5,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44478,0,10.4612,6.1113,4.9208
Li3PO4,-12.75696195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0.5,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43174,0,10.49,6.12,4.9266
Li3PS4,-6.585026652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93446,0.0756799,7.70829,6.53521,6.1365
Li3PS4,-6.049148541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92508,0.0684439,12.819,8.2195,6.1236
Li3SbS3,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90606,0.027742,7.9671,6.7883,10.0912
Li3SbS4,-8.318758763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58892,0.0685536,7.9645,6.8404,6.3774
Li3Sc2P3O12,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0.6,0.15,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09792,0.119852,6.100882744,6.069622241,8.456905388
Li3V0.6P0.4O4,-12.44977165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0.5,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,2.19941,0.0410656,8.07170655,9.57498274,6.27712798
Li3VO4,-13.03621217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,2.64558,0,6.3259,5.446,4.9469
Li3YBr6,-2.716698771,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,3.87215,0.0279534,6.9188,11.9742,6.8635
Li3YCl6,-3.268411235,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,2.94247,0.0292339,11.209337,11.209337,6.046941
Li4.25Si0.75Al0.25O4,-7.695350471,0,0.027173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461956522,0,0,0,0,0,0,0,0,0,0.434782609,0,0,0,0,0,0,0,0.081521739,0,0,0,0,0,0,0,0,0,0,0,2.07081,0,4.88395349,5.18557765,16.60701385
Li4.2Ge0.8Ga0.2S4,-4.187086643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02173913,0,0.086956522,0,0,0,0,0,0,0.456521739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434782609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03708,0.0712197,10.23977514,9.48030074,10.47105125
Li4.4Al0.4Ge0.6S4,-4.366531544,0,0.042553191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063829787,0,0,0,0,0,0,0.468085106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425531915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59734,0.0103876,7.9478,7.9478,6.15528
Li4.4Al0.4Sn0.6S4,-5.366531544,0,0.042553191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468085106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425531915,0,0,0,0,0,0.063829787,0,0,0,0,0,0,0,0,0,2.93777,0.00843498,8.01709,8.01709,6.28461
Li4.4Ga0.4Ge0.6S4,-4.787812396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042553191,0,0.063829787,0,0,0,0,0,0,0.468085106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425531915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15889,0.0472279,10.17176055,9.89540246,10.19949541
Li4.4Ga0.4Sn0.6S4,-5.494850022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042553191,0,0,0,0,0,0,0,0,0.468085106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425531915,0,0,0,0,0,0.063829787,0,0,0,0,0,0,0,0,0,2.31302,0.0485339,10.18202813,11.1440002,10.20682122
Li4.8Si0.2Al0.8S4,-5.971412549,0,0.081632653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489795918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408163265,0,0,0,0.020408163,0,0,0,0,0,0,0,0,0,0,0,1.63606,0.083163,12.44380193,8.67144476,8.8784765
Li49.6Al1.6La24Zr14.4Ta1.6O96,-3.211831629,0,0.008547009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128205128,0.264957265,0,0,0,0,0,0,0,0,0,0.512820513,0,0,0,0,0,0,0,0,0,0,0,0.008547009,0,0,0,0,0,0,0.076923077,5.46611,0,12.958,12.958,12.958
Li4B7O12Cl,-5.698970004,0,0,0.291666667,0,0,0,0,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59398,0,12.167,12.167,12.167
Li4BN3H10,-3.698970004,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555555556,0,0,0,0,0,0.222222222,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971255,0.188004,10.74399951,10.74399951,10.74399951
Li4Ge0.25Sn0.75Se4,-6.080921908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027777778,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0.083333333,0,0,0,0,0,0,0,0,0,3.4729,0.0406346,14.93267,8.23052,6.58493
Li4Ge0.50Sn0.50Se4,-5.744727495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0.055555556,0,0,0,0,0,0,0,0,0,3.63328,0.0182425,14.8804,8.20822,6.54131
Li4Ge0.75Sn0.25Se4,-5.22184875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0.027777778,0,0,0,0,0,0,0,0,0,3.67956,0.0191817,14.79777,8.19907,6.50236
Li4GeO4,-11.88605665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.159,0,7.766,7.357,6.049
Li4GeS2Se2,-4.552841969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,2.28783,0.0323189,14.40259,7.9744,6.30594
Li4GeS3Se,-5.070581074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,2.37982,0.0270272,14.25036,7.85208,6.22238
Li4GeS4,-6.698970004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33381,0.045085,14.0658,7.75102,6.14973
Li4GeSe4,-5.301029996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,3.72477,0.0215798,14.59532,8.22373,6.49299
Li4GeSSe3,-4.823908741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,2.20025,0.0371503,14.47728,8.11467,6.41034
Li4Nd3TeSbO12,-8.060480747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19047619,0,0,0,0,0,0,0,0.142857143,0,0.571428571,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,6.50165,0,12.62138,12.62138,12.62138
Li4P2O7,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307692308,0,0,0,0,0,0,0,0,0,0.538461538,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34938,0.037993,5.1858,7.10673299,8.5632
Li4P2S6,-6.623423043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21939,0.0341986,6.0774,6.0774,6.5988
Li4PS4I,-3.920818754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8752,0,8.48285,8.48285,5.93013
Li4SiO4,-9.698970004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,1.14375,0.359029,10.86754748,5.719145941,15.71330259
Li4SiS4,-7.798602876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,1.58387,0.226168,6.1241,7.7675,6.8934
Li4SnS2Se2,-4.443697499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0.222222222,0,0,0.111111111,0,0,0,0,0,0,0,0,0,2.44204,0.0492294,14.6276,8.07968,6.48252
Li4SnS3Se,-4.124938737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.111111111,0,0,0.111111111,0,0,0,0,0,0,0,0,0,2.67106,0.0222383,14.0934,8.07139,6.46112
Li4SnS4,-4.15490196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,2.80231,0.0236947,13.812,7.9624,6.37
Li4SnSe4,-7.346787486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0.111111111,0,0,0,0,0,0,0,0,0,3.80035,0.0316971,14.98259,8.25908,6.6279
Li4SnSe4,-4.698970004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0.111111111,0,0,0,0,0,0,0,0,0,3.79074,0.0332969,14.931,8.2217,6.5989
Li4SnSSe3,-6.022276395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0.333333333,0,0,0.111111111,0,0,0,0,0,0,0,0,0,2.35919,0.0589355,14.8164,8.16696,6.55387
Li4Sr3Nb5.77Fe0.23O19.77,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007012195,0,0,0,0,0,0,0,0,0,0.12195122,0,0,0,0,0,0,0.175914634,0,0,0.602743902,0,0,0,0,0,0,0,0,0,0,0.091463415,0,0,0,0,0,0,0,0,5.39631,0,3.9585,3.9585,25.915
Li4Sr3Nb6O20,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121212121,0,0,0,0,0,0,0.181818182,0,0,0.606060606,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,5.38516,0,3.953,3.953,26.041
Li4Zn(PO4)2,-17.25570702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266666667,0,0,0,0,0,0,0,0,0,0.533333333,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,2.88602,0.0336034,8.1199,10.24192,8.10549
Li4Zn(PO4)2,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266666667,0,0,0,0,0,0,0,0,0,0.533333333,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,2.29686,0.011642,10.2975,6.5021,5.00116
Li5.2La3Nb1.9Y0.1O12,-4.194499142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135135135,0.234234234,0,0,0,0,0,0,0.085585586,0,0,0.540540541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004504505,0,0,5.9261,0,12.8216,12.8216,12.8216
Li5.3La3Ta1.85Sm0.15O12,-5.148130399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134529148,0.237668161,0,0,0,0,0,0,0,0,0,0.538116592,0,0,0,0,0,0,0,0,0.006726457,0,0,0.082959641,0,0,0,0,0,0,0,7.05368,0,12.8108,12.8108,12.8108
