composition,log_target,Ag,Al,B,Ba,Bi,Br,C,Ca,Ce,Cl,Co,Cr,Cu,Er,F,Fe,Ga,Gd,Ge,H,Hf,I,In,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ni,O,P,Pb,Pr,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Te,Ti,V,W,Y,Zn,Zr,Density (g/cm3),POAV (cm3/g),a,b,c
LiGaSiO4,-10.9652893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,3.3011,0.0300748,13.84059805,13.84059805,9.209931046
LiGd(PO3)4,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0.666666667,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52668,0.0445745,16.386,7.059,9.677
LiGe2(PO4)3,-6.477555766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0.666666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5873,0.0456722,8.275,8.275,20.47
LiGe2(PO4)3,-8.316052869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0.666666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59197,0.0459859,8.27059,8.27059,20.4652
LiHf2(PO4)3,-5.420216403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0.666666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47478,0.0450435,5.12468861,5.65228942,8.31551342
LiHfTi(PO4)3,-6.249491605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0.666666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,3.39473,0.0692662,5.03064487,8.70578014,6.03439575
LiI,-7.552841969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12102,0.030837,4.225293448,4.225293448,6.976406772
LiLa(TiO3)2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,4.71235,0,5.537615814,5.545140465,7.747770717
LiLaNb2O7,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0.090909091,0,0,0,0,0,0,0.181818182,0,0,0.636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88285,0.0161791,3.8798,3.8798,20.3597
LiMgPO4,-11.19997064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0.142857143,0,0,0,0,0,0,0,0.571428571,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88815,0.0186347,10.25492502,5.972355609,4.739417549
LiP0.9I0.1O2.7,-3.400116928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021276596,0,0,0,0.212765957,0,0,0,0,0,0,0,0,0,0.574468085,0.191489362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04424,0.142772,11.14321274,8.81072372,7.84629022
LiSbO2,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41516,0.0231203,4.855,17.857,5.5771
LiScO2,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40845,0,4.1791,4.1791,9.361
LiSi2N3,-7.209714836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,3.00208,0,9.186,5.302,4.776
LiSn2(PO4)3,-8.698970004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0.666666667,0.166666667,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,3.60324,0.0572097,8.577999456,8.605774906,9.048075673
LiSr0.9Nb2O6F0.8,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074766355,0,0,0,0,0,0,0,0,0,0,0.093457944,0,0,0,0,0,0,0.186915888,0,0,0.560747664,0,0,0,0,0,0,0,0,0,0,0.08411215,0,0,0,0,0,0,0,0,4.23199,0.0417014,10.4909,10.4909,10.4909
LiSr0.9Ta2O6F0.8,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074766355,0,0,0,0,0,0,0,0,0,0,0.093457944,0,0,0,0,0,0,0,0,0,0.560747664,0,0,0,0,0,0,0,0,0,0,0.08411215,0.186915888,0,0,0,0,0,0,0,5.27838,0.0327221,10.4687,10.4687,10.4687
LiSr2Ti2NbO9,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0.066666667,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0.133333333,0,0,0,0,0,3.72086,0.0407218,8.18071514,3.96406866,8.18071514
LiSr2Ti2TaO9,-4.494850022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.133333333,0.066666667,0,0.133333333,0,0,0,0,0,4.35346,0.0327923,6.17497148,6.42725631,6.44127213
LiSrNb2O6F,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0.181818182,0,0,0.545454545,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,3.63011,0.0236962,10.48171,10.48171,10.48171
LiSrTa2O6F,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0.545454545,0,0,0,0,0,0,0,0,0,0,0.090909091,0.181818182,0,0,0,0,0,0,0,6.80312,0,10.46401,10.46401,10.46401
LiSrTiNbO6,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,3.40941,0.059588,5.96534545,5.96534545,5.96534545
LiSrTiTaO6,-3.259637311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,4.81264,0.0224617,5.26655724,5.26456874,5.21883311
LiTa2PO8,-2.795880017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0.666666667,0.083333333,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,5.96374,0.0171067,9.715454,11.5358,10.69708
LiTi0.5Zr1.5(PO4)3,-7.207608311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0.666666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.027777778,0,0,0,0,0.083333333,2.63915,0.116924,10.1531743,7.39094266,7.84473786
LiTi2(PO4)3,-3.793174124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0.666666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,3.26977,0.0136462,8.5112,8.5112,20.8479
LiTi2(PO4)3,-6.416801226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0.666666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,3.26977,0.0165394,8.5112,8.5112,20.8479
LiTi2(PO4)3,-4.142667504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0.666666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,2.94805,0.0624819,8.5145,8.5145,20.8633
LiTiZr(PO4)3,-7.397940009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0.666666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0.055555556,2.53067,0.118395,6.03681414,6.11401638,7.84555234
LiV(PO4)F,-6.091514981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0.5,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,3.40055,0.0188558,5.1744,5.3115,7.2617
LiVO3,-8.688246139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,2.98486,0.0178568,10.1597,8.4155,5.8843
LiYO2,-7.744727495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,4.12244,0,6.12,6.185,6.21
LiZnPS4,-7.26760624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,2.62039,0.0886281,5.738,5.738,8.914
LiZr2(PO4)3,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0.666666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,3.13469,0.0739211,8.847,8.847,22.24
Nd0.25Li0.25TaO3,-5.718966633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0.055555556,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,7.42514,0.012428,7.09917288,7.09917288,4.79711682
Nd3Zr2Al0.5Li5.5O12,-4.408935393,0,0.02173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239130435,0,0,0,0,0,0,0,0.130434783,0,0.52173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,5.75108,0,12.8158,12.8158,12.8158
Pb6.12Ca1.9Li1.96(PO4)6,-10,0,0,0,0,0,0,0,0.0475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0.6,0.15,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.60165,0.0129525,9.679,9.679,7.113
